"EVENTID","USERID","SESSIONID","EVENTDATE","EVENTTIMESTAMP","EVENTNAME","EVENTLEVEL","GAUSERSTARTDATE","GAUSERGENDER","GAUSERAGEGROUP","GAUSERCOUNTRY","GAUSERACQUISITIONCHANNEL","MSSINCELASTEVENT","COLLECTINSERTEDTIMESTAMP","PLATFORM","ACTION","USERCOUNTRY","OPTION","EVENTUUID","MAINEVENTID","SDKVERSION","TIMEZONEOFFSET","OPERATINGSYSTEM","USERLOCALE","CLIENTVERSION","DEVICETYPE","USERLANGUAGE","DEVICENAME","HARDWAREVERSION","OPERATINGSYSTEMVERSION","PLAYERYPOSITION","SCENENAME","PLAYERXPOSITION","CARDNAME","TOOLNAME","KILLERID","TOOLTYPE","CARDRANK","TOTALTIME","TOOLID","KILLERNAME","TOOLKEY","TOOLCATEGORY","TOOLSPECIFICTYPE"
"3008471046568370176","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","eaf09c04-3b94-415b-b396-fcf1a1d3872b","2022-06-29","2022-06-29 07:09:30.696","gameRunning","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","0","2022-06-29 07:09:50.187","MAC_CLIENT",,"US",,"da96d2b7-efa9-4a71-8414-ff8e719ee051","3008471046568370176","Unity SDK v6.0.3","-0700",,"en_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008469438618984451","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","291f61cd-7caf-4708-ba2f-e9c3308e6b40","2022-06-29","2022-06-29 07:03:27.914","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","2818","2022-06-29 07:03:28.205","MAC_CLIENT",,"US",,"badad964-b6ad-4dab-a3ed-a1acac0d6c3d","3008469438618984451","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 4-Jump",,,"child accerlator 1",,"Accelerator",,,,,"Accelerator183190",,
"3008480487258800129","23436812-eaa8-4121-a578-36a221e1f687","40c882c8-3a13-4931-94f6-67478751db74","2022-06-29","2022-06-29 07:46:59.712","clientDevice","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","4","2022-06-29 07:47:07.683","PC_CLIENT",,"US",,"33f8d173-aa32-4e86-93e8-8cea244d6d58","3008480487258800129","Unity SDK v6.0.3","-0700","WINDOWS",,"1","PC","zh","System Product Name (ASUS)","System Product Name (ASUS)","10",,,,,,,,,,,,,,
"3008468356102651907","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","c29d8a75-6b69-48c3-ae7a-78c06e3c17ca","2022-06-29","2022-06-29 06:59:10.075","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","8886","2022-06-29 06:59:10.329","MAC_CLIENT",,"US",,"3ea9394e-99d5-436a-bf52-11344c401c58","3008468356102651907","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Accelerating Trail (0)",,"Accelerator",,,,,"Accelerator178406",,
"3008450134917885955","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","b168b8a5-b10c-49cf-89b0-9d168b84a7c6","2022-06-29","2022-06-29 05:44:54.567","gameStarted","0","2022-06-29","UNKNOWN","UNKNOWN","US","None",,"2022-06-29 05:45:59.21","MAC_CLIENT",,"US",,"fe99ad3e-1f61-44ba-bf31-fc2be181061a","3008450134917885955","Unity SDK v6.0.3","-0700",,"en_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008469424362496000","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","291f61cd-7caf-4708-ba2f-e9c3308e6b40","2022-06-29","2022-06-29 07:03:24.252","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","2255","2022-06-29 07:03:24.546","MAC_CLIENT",,"US",,"a817fbed-5cb2-4e39-81e7-05b7772ff0fb","3008469424362496000","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 4-Jump",,,"child accerlator 2",,"Accelerator",,,,,"Accelerator183378",,
"3008476189783326726","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","ebf4b1ae-831a-437e-8ea1-4168dececec5","2022-06-29","2022-06-29 07:29:03.619","gameRunning","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","0","2022-06-29 07:29:40.646","MAC_CLIENT",,"US",,"7c2bb3e4-ecc2-49ee-a6cf-1b31817b3047","3008476189783326726","Unity SDK v6.0.3","-0700",,"en_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008469415197986819","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","291f61cd-7caf-4708-ba2f-e9c3308e6b40","2022-06-29","2022-06-29 07:03:21.997","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","25410","2022-06-29 07:03:22.353","MAC_CLIENT",,"US",,"8ee05b4f-bb2d-4ac9-80f5-558bdce77f84","3008469415197986819","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 4-Jump",,,"child accerlator 2",,"Accelerator",,,,,"Accelerator183378",,
"3008473208555896832","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","9fce3461-2dff-4afd-90fa-a170c720f200","2022-06-29","2022-06-29 07:18:24.834","cardChose","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","46392","2022-06-29 07:18:25.369","MAC_CLIENT",,"US",,"2904d67e-7f41-40b5-8b27-6296e2501a88","3008473208555896832","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,"Zero Gravity",,,,"3",,,,,,
"3008461259545808907","23436812-eaa8-4121-a578-36a221e1f687","c5800cde-5ec4-46d1-b25a-b32cea45468f","2022-06-29","2022-06-29 06:29:36.486","gameRunning","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","0","2022-06-29 06:29:39.34","PC_CLIENT",,"US",,"1d11dfb5-3314-4be3-8030-951efd61db45","3008461259545808907","Unity SDK v6.0.3","-0700",,"zh_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008480487388823566","23436812-eaa8-4121-a578-36a221e1f687","40c882c8-3a13-4931-94f6-67478751db74","2022-06-29","2022-06-29 07:46:59.712","gameRunning","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","0","2022-06-29 07:47:07.683","PC_CLIENT",,"US",,"4e935806-c8fb-40bb-a3a6-96c27d3a13f2","3008480487388823566","Unity SDK v6.0.3","-0700",,"zh_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008461259159932933","23436812-eaa8-4121-a578-36a221e1f687","c5800cde-5ec4-46d1-b25a-b32cea45468f","2022-06-29","2022-06-29 06:29:36.482","gameStarted","0","2022-06-28","UNKNOWN","UNKNOWN","US","None",,"2022-06-29 06:29:39.34","PC_CLIENT",,"US",,"53bc7476-8a4e-4015-a0ee-0da1dc6d3b55","3008461259159932933","Unity SDK v6.0.3","-0700",,"zh_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008449298695270406","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","96e18964-80ea-4771-b29f-e074fa1fe3a2","2022-06-29","2022-06-29 05:42:47.658","gameRunning","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","1","2022-06-29 05:42:49.618","MAC_CLIENT",,"US",,"2ce17c91-fb87-4f08-8787-8dd3920dff7b","3008449298695270406","Unity SDK v6.0.3","-0700",,"en_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008468318198796288","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","c29d8a75-6b69-48c3-ae7a-78c06e3c17ca","2022-06-29","2022-06-29 06:58:59.753","clientDevice","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","7","2022-06-29 06:59:01.545","MAC_CLIENT",,"US",,"6fd8009d-1f3a-4c4e-9781-9223005be62f","3008468318198796288","Unity SDK v6.0.3","-0700","OSX",,"1","PC","en","MacBookPro16,1","MacBookPro16,1","12.4.0",,,,,,,,,,,,,,
"3008473300809654275","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","9fce3461-2dff-4afd-90fa-a170c720f200","2022-06-29","2022-06-29 07:18:48.477","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","2491","2022-06-29 07:18:48.762","MAC_CLIENT",,"US",,"1e9bd65e-ea84-4c66-9fb4-d05815cedcd4","3008473300809654275","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Magnet (3)",,"Magnet",,,,,"Magnet190508",,
"3008489058377674752","1c2f00b1-bd70-4526-b987-4f0f64b913dc","5937478a-e36e-48cc-bc93-b653afb2c403","2022-06-29","2022-06-29 08:20:32.773","clientDevice","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","5","2022-06-29 08:20:59.018","PC_CLIENT",,"US",,"47c9646f-a1aa-43db-92c2-d6aeeff52192","3008489058377674752","Unity SDK v6.0.3","-0700","WINDOWS",,"1","PC","zh","ROG Flow X13 GV301QH_GV301QH (ASUSTeK COMPUTER INC.)","ROG Flow X13 GV301QH_GV301QH (ASUSTeK COMPUTER INC.)","10",,,,,,,,,,,,,,
"3008479260320063490","1c2f00b1-bd70-4526-b987-4f0f64b913dc","6caa1338-c9d4-40cd-b64c-4401a99affa8","2022-06-29","2022-06-29 07:09:40.807","gameRunning","0","2022-06-28","UNKNOWN","UNKNOWN","US","None",,"2022-06-29 07:42:19.217","PC_CLIENT",,"US",,"bb263a7b-b39a-49fd-b603-eb91e2ed8378","3008479260320063490","Unity SDK v6.0.3","-0700",,"zh_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008449596562079744","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","b5be77fe-7ea9-4448-b0c3-9ca586c25325","2022-06-29","2022-06-29 05:44:13.879","gameRunning","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","0","2022-06-29 05:44:16.626","MAC_CLIENT",,"US",,"0c9c73a8-917b-4b23-b60e-f7be1796354c","3008449596562079744","Unity SDK v6.0.3","-0700",,"en_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008473415515398144","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","9fce3461-2dff-4afd-90fa-a170c720f200","2022-06-29","2022-06-29 07:19:14.67","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","4135","2022-06-29 07:19:14.95","MAC_CLIENT",,"US",,"07cf7900-2292-4371-a5bd-cb5b835f7f15","3008473415515398144","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Magnet (2)",,"Magnet",,,,,"Magnet189442",,
"3008489058566418438","1c2f00b1-bd70-4526-b987-4f0f64b913dc","25fdca3f-15b5-4b9b-b473-6a6bcacbf13a","2022-06-29","2022-06-29 08:20:59.043","clientDevice","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","5","2022-06-29 08:21:05.764","PC_CLIENT",,"US",,"a7324fe9-e4f6-4987-9333-f9793f79f347","3008489058566418438","Unity SDK v6.0.3","-0700","WINDOWS",,"1","PC","zh","ROG Flow X13 GV301QH_GV301QH (ASUSTeK COMPUTER INC.)","ROG Flow X13 GV301QH_GV301QH (ASUSTeK COMPUTER INC.)","10",,,,,,,,,,,,,,
"3008478745699942404","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","ee2a1344-794e-4500-a34a-f64ee90b6d63","2022-06-29","2022-06-29 07:40:08.431","gameRunning","0","2022-06-29","UNKNOWN","UNKNOWN","US","None",,"2022-06-29 07:40:16.233","MAC_CLIENT",,"US",,"55e5b3d0-09bb-4bc0-b115-b9e7615eeae6","3008478745699942404","Unity SDK v6.0.3","-0700",,"en_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008473208530731008","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","9fce3461-2dff-4afd-90fa-a170c720f200","2022-06-29","2022-06-29 07:17:38.442","gameRunning","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","1","2022-06-29 07:18:25.369","MAC_CLIENT",,"US",,"2751182a-9077-4bbc-aa3a-d263a05cc4c7","3008473208530731008","Unity SDK v6.0.3","-0700",,"en_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008477660897722369","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","a5572fd4-73c8-46ae-b9e8-47bc85909b88","2022-06-29","2022-06-29 07:35:39.108","gameRunning","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","0","2022-06-29 07:35:45.74","MAC_CLIENT",,"US",,"2b50736d-317e-4777-aa95-6f0b889e443a","3008477660897722369","Unity SDK v6.0.3","-0700",,"en_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008486494277992450","23436812-eaa8-4121-a578-36a221e1f687","515e1809-1090-4ee2-a893-be3375a0b054","2022-06-29","2022-06-29 08:11:12.954","toolUsed","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","5123","2022-06-29 08:11:14.793","PC_CLIENT",,"US",,"4fbe268b-0974-476c-b6aa-e847d3ac053f","3008486494277992450","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Railgun (0)",,,,,,,"Railgun (-240064)","Magnet","Railgun"
"3008489058570612741","1c2f00b1-bd70-4526-b987-4f0f64b913dc","25fdca3f-15b5-4b9b-b473-6a6bcacbf13a","2022-06-29","2022-06-29 08:21:05.657","playerDied","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","6613","2022-06-29 08:21:05.764","PC_CLIENT",,"US",,"2f800b4e-e766-4f06-9843-c3149d84c6fb","3008489058570612741","Unity SDK v6.0.3","-0700",,,"1",,,,,,"-13.7531681","Level 1","46.4901",,,"138496",,,,,"Death Detector (0)",,,
"3008473270732288000","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","9fce3461-2dff-4afd-90fa-a170c720f200","2022-06-29","2022-06-29 07:18:38.462","gameRunning","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","6938","2022-06-29 07:18:41.986","MAC_CLIENT",,"US",,"a2ebfcdc-80ba-459e-ac6a-2dc32c8b1b4e","3008473270732288000","Unity SDK v6.0.3","-0700",,"en_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008476935933227012","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","83c60182-107f-4a2f-b576-2d7ef6be11aa","2022-06-29","2022-06-29 07:32:56.562","playerDied","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","26083","2022-06-29 07:32:56.844","MAC_CLIENT",,"US",,"e9008d12-7152-4bca-b7a3-6c3783fa8e3d","3008476935933227012","Unity SDK v6.0.3","-0700",,,"1",,,,,,"-36.30734","Level 5-Magnet","-120.905594",,,"200550",,,,,"DeathDetector",,,
"3008486374899785729","23436812-eaa8-4121-a578-36a221e1f687","fcb83da5-5f95-4faf-8704-4f92872b509b","2022-06-29","2022-06-29 08:10:41.315","toolUsed","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","6325","2022-06-29 08:10:43.169","PC_CLIENT",,"US",,"33d568d0-dc45-4afc-81c3-e6b04e33d2b2","3008486374899785729","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Magnet (1)",,,,,,,"Magnet (68594)","Magnet","Magnet"
"3008471060749299717","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","eaf09c04-3b94-415b-b396-fcf1a1d3872b","2022-06-29","2022-06-29 07:09:52.504","usingTool","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","2846","2022-06-29 07:09:52.806","MAC_CLIENT",,"US",,"7cbe5f36-1d1b-414a-8960-1af9aaae4174","3008471060749299717","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 4-Jump",,,"Medium Magnet (0)",,"Magnet",,,,,"Magnet-3813204",,
"3008477660755116036","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","a5572fd4-73c8-46ae-b9e8-47bc85909b88","2022-06-29","2022-06-29 07:35:39.108","clientDevice","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","7","2022-06-29 07:35:45.74","MAC_CLIENT",,"US",,"c95af21b-b9b4-4fb6-8810-9c8ef8b8c23f","3008477660755116036","Unity SDK v6.0.3","-0700","OSX",,"1","PC","en","MacBookPro16,1","MacBookPro16,1","12.4.0",,,,,,,,,,,,,,
"3008486343106945027","23436812-eaa8-4121-a578-36a221e1f687","fcb83da5-5f95-4faf-8704-4f92872b509b","2022-06-29","2022-06-29 08:10:34.99","toolUsed","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","3966","2022-06-29 08:10:36.843","PC_CLIENT",,"US",,"45d5157b-999d-4c29-83c2-6faccdc666d1","3008486343106945027","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Magnet (0)",,,,,,,"Magnet (68562)","Magnet","Magnet"
"3008473208090329096","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","9fce3461-2dff-4afd-90fa-a170c720f200","2022-06-29","2022-06-29 07:17:38.435","gameStarted","0","2022-06-29","UNKNOWN","UNKNOWN","US","None",,"2022-06-29 07:18:25.369","MAC_CLIENT",,"US",,"1748cafb-8bec-4803-85c7-1926f4b67dfc","3008473208090329096","Unity SDK v6.0.3","-0700",,"en_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008476189342924801","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","ebf4b1ae-831a-437e-8ea1-4168dececec5","2022-06-29","2022-06-29 07:29:03.612","gameStarted","0","2022-06-29","UNKNOWN","UNKNOWN","US","None",,"2022-06-29 07:29:40.646","MAC_CLIENT",,"US",,"c0beb052-c1b7-4f64-9d6b-0756837d4b0b","3008476189342924801","Unity SDK v6.0.3","-0700",,"en_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008486872151265281","23436812-eaa8-4121-a578-36a221e1f687","60f578e5-4b6d-44aa-839b-31e0c23a1f39","2022-06-29","2022-06-29 08:11:45.995","gameStarted","0","2022-06-28","UNKNOWN","UNKNOWN","US","None",,"2022-06-29 08:12:42.109","PC_CLIENT",,"US",,"97130500-951c-4923-801a-92b0d2811092","3008486872151265281","Unity SDK v6.0.3","-0700",,"zh_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008476323791327234","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","83c60182-107f-4a2f-b576-2d7ef6be11aa","2022-06-29","2022-06-29 07:30:38.317","cardChose","0","2022-06-29","UNKNOWN","UNKNOWN","US","None",,"2022-06-29 07:30:38.596","MAC_CLIENT",,"US",,"96be2afa-b258-4a6f-8855-cc784ffbf38b","3008476323791327234","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,"Double Jump",,,,"2",,,,,,
"3008486872616833024","23436812-eaa8-4121-a578-36a221e1f687","60f578e5-4b6d-44aa-839b-31e0c23a1f39","2022-06-29","2022-06-29 08:12:40.205","cardChose","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","54207","2022-06-29 08:12:42.109","PC_CLIENT",,"US",,"d2e6156d-8b0a-4ab0-be7b-b0a24e940297","3008486872616833024","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 3",,"Three-Times Shield",,,,"2",,,,,,
"3008489922219888642","1c2f00b1-bd70-4526-b987-4f0f64b913dc","4e137229-9e80-445d-acc9-595a32e66a09","2022-06-29","2022-06-29 08:23:56.379","toolUsed","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","19802","2022-06-29 08:23:56.484","PC_CLIENT",,"US",,"88e9600e-3d1a-498a-84b2-655973d5309e","3008489922219888642","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 1",,,"Accelerating Trail (0)",,,,,,,"Accelerator (138444)","Accelerator","Accelerator"
"3008486872553918464","23436812-eaa8-4121-a578-36a221e1f687","60f578e5-4b6d-44aa-839b-31e0c23a1f39","2022-06-29","2022-06-29 08:11:45.998","gameRunning","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","0","2022-06-29 08:12:42.109","PC_CLIENT",,"US",,"b527572e-36de-476a-a5ce-1537e70b4a87","3008486872553918464","Unity SDK v6.0.3","-0700",,"zh_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008491003712716800","1c2f00b1-bd70-4526-b987-4f0f64b913dc","5c99d4ec-0c7a-45eb-8423-5d0c1b77cc39","2022-06-29","2022-06-29 08:27:38.734","gameStarted","0","2022-06-28","UNKNOWN","UNKNOWN","US","None",,"2022-06-29 08:27:55.35","PC_CLIENT",,"US",,"a622a64a-8d6f-4bfc-9062-59349932dca3","3008491003712716800","Unity SDK v6.0.3","-0700",,"zh_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008486479753203712","23436812-eaa8-4121-a578-36a221e1f687","515e1809-1090-4ee2-a893-be3375a0b054","2022-06-29","2022-06-29 08:11:04.833","clientDevice","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","4","2022-06-29 08:11:09.726","PC_CLIENT",,"US",,"0093d527-d9c1-4c24-a9cb-3fe3c6927476","3008486479753203712","Unity SDK v6.0.3","-0700","WINDOWS",,"1","PC","zh","System Product Name (ASUS)","System Product Name (ASUS)","10",,,,,,,,,,,,,,
"3008486872423895040","23436812-eaa8-4121-a578-36a221e1f687","60f578e5-4b6d-44aa-839b-31e0c23a1f39","2022-06-29","2022-06-29 08:11:45.998","clientDevice","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","3","2022-06-29 08:12:42.109","PC_CLIENT",,"US",,"ea1d2dbc-2f49-430c-8f2d-4fe846693108","3008486872423895040","Unity SDK v6.0.3","-0700","WINDOWS",,"1","PC","zh","System Product Name (ASUS)","System Product Name (ASUS)","10",,,,,,,,,,,,,,
"3008486479484768257","23436812-eaa8-4121-a578-36a221e1f687","515e1809-1090-4ee2-a893-be3375a0b054","2022-06-29","2022-06-29 08:11:04.829","gameStarted","0","2022-06-28","UNKNOWN","UNKNOWN","US","None",,"2022-06-29 08:11:09.726","PC_CLIENT",,"US",,"f4c34e90-d5a2-4256-bb36-5e11437871a2","3008486479484768257","Unity SDK v6.0.3","-0700",,"zh_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008476189821075458","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","ebf4b1ae-831a-437e-8ea1-4168dececec5","2022-06-29","2022-06-29 07:29:40.106","cardChose","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","36487","2022-06-29 07:29:40.646","MAC_CLIENT",,"US",,"39f2d3ad-418c-4b57-946a-c0a71020d26e","3008476189821075458","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,"Double Jump",,,,"2",,,,,,
"3008486479874838529","23436812-eaa8-4121-a578-36a221e1f687","515e1809-1090-4ee2-a893-be3375a0b054","2022-06-29","2022-06-29 08:11:04.833","gameRunning","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","0","2022-06-29 08:11:09.726","PC_CLIENT",,"US",,"60f9e4a4-09bb-411c-a1a1-5a6b5bd924d3","3008486479874838529","Unity SDK v6.0.3","-0700",,"zh_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008489921817235456","1c2f00b1-bd70-4526-b987-4f0f64b913dc","aaec37e4-8ffb-4581-9413-9a9037c37921","2022-06-29","2022-06-29 08:22:50.8","gameStarted","0","2022-06-28","UNKNOWN","UNKNOWN","US","None",,"2022-06-29 08:23:36.249","PC_CLIENT",,"US",,"f526ff62-0eaf-4c9a-980c-9f20c02feb8c","3008489921817235456","Unity SDK v6.0.3","-0700",,"zh_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008471046157328384","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","eaf09c04-3b94-415b-b396-fcf1a1d3872b","2022-06-29","2022-06-29 07:09:30.688","gameStarted","0","2022-06-29","UNKNOWN","UNKNOWN","US","None",,"2022-06-29 07:09:50.187","MAC_CLIENT",,"US",,"1cf9c7d3-99f0-4eba-959f-488898fd3e88","3008471046157328384","Unity SDK v6.0.3","-0700",,"en_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008473208400707584","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","9fce3461-2dff-4afd-90fa-a170c720f200","2022-06-29","2022-06-29 07:17:38.441","clientDevice","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","6","2022-06-29 07:18:25.369","MAC_CLIENT",,"US",,"a120fd34-bc6f-411f-a0a9-7f92d175f21b","3008473208400707584","Unity SDK v6.0.3","-0700","OSX",,"1","PC","en","MacBookPro16,1","MacBookPro16,1","12.4.0",,,,,,,,,,,,,,
"3008486328187756554","23436812-eaa8-4121-a578-36a221e1f687","fcb83da5-5f95-4faf-8704-4f92872b509b","2022-06-29","2022-06-29 08:10:26.783","gameStarted","0","2022-06-28","UNKNOWN","UNKNOWN","US","None",,"2022-06-29 08:10:32.95","PC_CLIENT",,"US",,"969be23f-9d8f-4088-822a-0814887fe110","3008486328187756554","Unity SDK v6.0.3","-0700",,"zh_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008489058088267778","1c2f00b1-bd70-4526-b987-4f0f64b913dc","5937478a-e36e-48cc-bc93-b653afb2c403","2022-06-29","2022-06-29 08:20:32.768","gameStarted","0","2022-06-28","UNKNOWN","UNKNOWN","US","None",,"2022-06-29 08:20:59.018","PC_CLIENT",,"US",,"8a1a6b36-d31e-4456-bb00-7ea6a4da9d4f","3008489058088267778","Unity SDK v6.0.3","-0700",,"zh_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008471046434152448","bfe8009f-f7dd-4559-9a7c-19ec7a17660e","eaf09c04-3b94-415b-b396-fcf1a1d3872b","2022-06-29","2022-06-29 07:09:30.696","clientDevice","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","8","2022-06-29 07:09:50.187","MAC_CLIENT",,"US",,"d29d7931-40c2-4bf9-a53a-8eef70ca4b06","3008471046434152448","Unity SDK v6.0.3","-0700","OSX",,"1","PC","en","MacBookPro16,1","MacBookPro16,1","12.4.0",,,,,,,,,,,,,,
"3008409606826360832","e8d31619-c219-4dda-bf7b-3d037aa7315f","d614ecb0-413e-4b57-a0f8-da3236c8ceaf","2022-06-29","2022-06-29 03:05:16.898","gameRunning","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","60002","2022-06-29 03:05:19.554","MAC_CLIENT",,"US",,"0800022b-29f5-4f0c-bb22-b91b35415ce0","3008409606826360832","Unity SDK v6.0.3","-0700",,"en_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008392859054411777","e8d31619-c219-4dda-bf7b-3d037aa7315f","eea253c7-7e3c-40b7-ab25-0e333b026c19","2022-06-29","2022-06-29 01:58:23.368","cardChose","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","34329","2022-06-29 01:58:23.551","MAC_CLIENT",,"US",,"6cb27152-5ebb-4dfa-a0bc-a7fcae81b602","3008392859054411777","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 7",,"Triple Jump",,,,"3",,,,,,
"3008393325054173185","652f166a-c865-4d88-b2c8-204a3c8fc5a2","119830fe-a5fa-4f1b-9ca3-ae29224d0f4c","2022-06-29","2022-06-29 02:00:50.336","gameRunning","0","2022-06-29","UNKNOWN","UNKNOWN","US","None","0","2022-06-29 02:00:53.198","MAC_CLIENT",,"US",,"66748f9a-a083-4f6f-9ecf-6b15e20c2485","3008393325054173185","Unity SDK v6.0.3","-0700",,"en_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008392858626592768","e8d31619-c219-4dda-bf7b-3d037aa7315f","eea253c7-7e3c-40b7-ab25-0e333b026c19","2022-06-29","2022-06-29 01:57:49.023","gameStarted","0","2022-06-29","UNKNOWN","UNKNOWN","US","None",,"2022-06-29 01:58:23.551","MAC_CLIENT",,"US",,"742c7ff4-3694-4f02-9b48-2721310b98b6","3008392858626592768","Unity SDK v6.0.3","-0700",,"en_ZZ","1",,,,,,,,,,,,,,,,,,,
