"EVENTID","USERID","SESSIONID","EVENTDATE","EVENTTIMESTAMP","EVENTNAME","EVENTLEVEL","GAUSERSTARTDATE","GAUSERGENDER","GAUSERAGEGROUP","GAUSERCOUNTRY","GAUSERACQUISITIONCHANNEL","MSSINCELASTEVENT","COLLECTINSERTEDTIMESTAMP","PLATFORM","ACTION","USERCOUNTRY","OPTION","EVENTUUID","MAINEVENTID","SDKVERSION","TIMEZONEOFFSET","OPERATINGSYSTEM","USERLOCALE","CLIENTVERSION","DEVICETYPE","USERLANGUAGE","DEVICENAME","HARDWAREVERSION","OPERATINGSYSTEMVERSION","PLAYERYPOSITION","SCENENAME","PLAYERXPOSITION","CARDNAME","TOOLNAME","KILLERID","TOOLTYPE","CARDRANK","TOTALTIME","TOOLID","KILLERNAME","TOOLKEY","TOOLCATEGORY","TOOLSPECIFICTYPE"
"3008222533976616961","1c2f00b1-bd70-4526-b987-4f0f64b913dc","aa19b821-ecec-4266-ad09-35b080d9993d","2022-06-28","2022-06-28 14:41:54.459","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","1369","2022-06-28 14:41:55.095","PC_CLIENT",,"US",,"b43cb5de-2cb6-4b36-a175-23483cc01371","3008222533976616961","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Small Magnet (1)",,"Magnet",,,,,"Magnet-1942302",,
"3008222533993394176","1c2f00b1-bd70-4526-b987-4f0f64b913dc","aa19b821-ecec-4266-ad09-35b080d9993d","2022-06-28","2022-06-28 14:42:14.392","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","14088","2022-06-28 14:42:15.031","PC_CLIENT",,"US",,"cef4da1d-bbcf-4344-b3fb-45e2fe14b18f","3008222533993394176","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Rope with Magnet (0)",,"Rope with Magnet",,,,,"Rope with Magnet159598",,
"3008222533964034048","1c2f00b1-bd70-4526-b987-4f0f64b913dc","aa19b821-ecec-4266-ad09-35b080d9993d","2022-06-28","2022-06-28 14:41:46.302","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","1","2022-06-28 14:41:47.922","PC_CLIENT",,"US",,"e595052a-6050-48e8-a9e8-02927406c712","3008222533964034048","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Small Magnet (0)",,"Magnet",,,,,"Magnet-1942274",,
"3008222533888536580","1c2f00b1-bd70-4526-b987-4f0f64b913dc","5a23e518-0631-41fa-8cdf-a221153e2f80","2022-06-28","2022-06-28 14:40:57.551","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","687","2022-06-28 14:40:58.193","PC_CLIENT",,"US",,"ed520c42-cfd7-414a-939c-2788c2b7e83d","3008222533888536580","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 4-Jump",,,"Magnet (6)",,"Magnet",,,,,"Magnet157908",,
"3008222112134479873","1c2f00b1-bd70-4526-b987-4f0f64b913dc","5fe95d24-5258-4c3d-b66b-52a734bb1c72","2022-06-28","2022-06-28 14:38:50.456","gameRunning","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","1","2022-06-28 14:38:52.888","PC_CLIENT",,"US",,"4587ecbf-7970-4447-a1ba-21726abe0677","3008222112134479873","Unity SDK v6.0.3","-0700",,"zh_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008222533972422656","1c2f00b1-bd70-4526-b987-4f0f64b913dc","aa19b821-ecec-4266-ad09-35b080d9993d","2022-06-28","2022-06-28 14:41:50.564","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","98","2022-06-28 14:41:51.215","PC_CLIENT",,"US",,"a544aaff-22b4-45b4-b5ac-87cf74ddba08","3008222533972422656","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Magnet (9)",,"Magnet",,,,,"Magnet159454",,
"3008222112621019138","1c2f00b1-bd70-4526-b987-4f0f64b913dc","378bb697-640b-4f55-9519-53ab16794e85","2022-06-28","2022-06-28 14:39:32.366","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","1858","2022-06-28 14:39:33.001","PC_CLIENT",,"US",,"de98086c-6b55-447b-9a04-fba052f143f7","3008222112621019138","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Magnet (0)",,"Magnet",,,,,"Magnet157098",,
"3008222112633602052","1c2f00b1-bd70-4526-b987-4f0f64b913dc","378bb697-640b-4f55-9519-53ab16794e85","2022-06-28","2022-06-28 14:39:42.807","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","2130","2022-06-28 14:39:43.446","PC_CLIENT",,"US",,"bf1a17e5-5555-4870-9b91-aa53e2a89ebc","3008222112633602052","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Accelerating Trail (1)",,"Accelerator",,,,,"Accelerator157242",,
"3008222533964034049","1c2f00b1-bd70-4526-b987-4f0f64b913dc","aa19b821-ecec-4266-ad09-35b080d9993d","2022-06-28","2022-06-28 14:41:47.253","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","951","2022-06-28 14:41:47.922","PC_CLIENT",,"US",,"53a374bd-9bfc-4f80-abe4-3980b5093a76","3008222533964034049","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Small Magnet (1)",,"Magnet",,,,,"Magnet-1942302",,
"3008222533959839746","1c2f00b1-bd70-4526-b987-4f0f64b913dc","aa19b821-ecec-4266-ad09-35b080d9993d","2022-06-28","2022-06-28 14:41:35.454","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","549","2022-06-28 14:41:36.085","PC_CLIENT",,"US",,"b35aa657-c9f1-48a1-aeeb-bbe6634bb4d5","3008222533959839746","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Magnet (8)",,"Magnet",,,,,"Magnet159388",,
"3008222533964034051","1c2f00b1-bd70-4526-b987-4f0f64b913dc","aa19b821-ecec-4266-ad09-35b080d9993d","2022-06-28","2022-06-28 14:41:47.254","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","1","2022-06-28 14:41:49.354","PC_CLIENT",,"US",,"556d500a-f9d3-4cba-8069-4f1cb15b32e0","3008222533964034051","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Small Magnet (0)",,"Magnet",,,,,"Magnet-1942274",,
"3008222112625213444","1c2f00b1-bd70-4526-b987-4f0f64b913dc","378bb697-640b-4f55-9519-53ab16794e85","2022-06-28","2022-06-28 14:39:38.938","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","3259","2022-06-28 14:39:39.586","PC_CLIENT",,"US",,"49d7484d-70b7-4d37-b150-49bb21d27ca5","3008222112625213444","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Magnet Slingshot (0)",,"Slingshot",,,,,"Slingshot157086",,
"3008222533972422661","1c2f00b1-bd70-4526-b987-4f0f64b913dc","aa19b821-ecec-4266-ad09-35b080d9993d","2022-06-28","2022-06-28 14:41:53.09","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","325","2022-06-28 14:41:53.728","PC_CLIENT",,"US",,"6bc2f88e-863c-4f9a-94c5-2ceb4e0d1774","3008222533972422661","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Small Magnet (0)",,"Magnet",,,,,"Magnet-1942274",,
"3008222533968228353","1c2f00b1-bd70-4526-b987-4f0f64b913dc","aa19b821-ecec-4266-ad09-35b080d9993d","2022-06-28","2022-06-28 14:41:48.716","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","1462","2022-06-28 14:41:49.354","PC_CLIENT",,"US",,"c506f2cb-b56c-4fbb-8eb8-af42ce1ed569","3008222533968228353","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Magnet (9)",,"Magnet",,,,,"Magnet159454",,
"3008222112625213441","1c2f00b1-bd70-4526-b987-4f0f64b913dc","378bb697-640b-4f55-9519-53ab16794e85","2022-06-28","2022-06-28 14:39:35.679","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","3313","2022-06-28 14:39:36.326","PC_CLIENT",,"US",,"807ce4be-d4a9-4c6f-909d-2a2e05f7e634","3008222112625213441","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Magnet (1)",,"Magnet",,,,,"Magnet157130",,
"3008222533985005568","1c2f00b1-bd70-4526-b987-4f0f64b913dc","aa19b821-ecec-4266-ad09-35b080d9993d","2022-06-28","2022-06-28 14:41:58.431","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","1","2022-06-28 14:41:59.537","PC_CLIENT",,"US",,"45e2097f-4890-42ef-80a2-0d2e01bfd30d","3008222533985005568","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Magnet (7)",,"Magnet",,,,,"Magnet159240",,
"3008222112637796354","1c2f00b1-bd70-4526-b987-4f0f64b913dc","378bb697-640b-4f55-9519-53ab16794e85","2022-06-28","2022-06-28 14:39:50.459","gameRunning","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","1170","2022-06-28 14:39:52.368","PC_CLIENT",,"US",,"59623fc5-e0bc-4ec9-9c84-bfd5c839fd85","3008222112637796354","Unity SDK v6.0.3","-0700",,"zh_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008222112633602054","1c2f00b1-bd70-4526-b987-4f0f64b913dc","378bb697-640b-4f55-9519-53ab16794e85","2022-06-28","2022-06-28 14:39:44.215","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","1408","2022-06-28 14:39:44.847","PC_CLIENT",,"US",,"ee9e051e-a664-4e1f-b2c7-acb9137c771b","3008222112633602054","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Magnet Slingshot (0)",,"Slingshot",,,,,"Slingshot-1833168",,
"3008332992050458624","b88be6f0-af80-4e9c-8043-e2be15123284","adcece16-eaf6-4d11-8c76-2627833a41be","2022-06-28","2022-06-28 22:00:56.539","cardChose","0","2022-06-28","UNKNOWN","UNKNOWN","US","None",,"2022-06-28 22:00:58.49","PC_CLIENT",,"US",,"2877ee37-c96f-4867-900c-29fe48bf7771","3008332992050458624","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,"Zero Gravity",,,,"3",,,,,,
"3008332991710720000","b88be6f0-af80-4e9c-8043-e2be15123284","6e56ca76-9312-46e6-8ed5-0b3653053bdd","2022-06-28","2022-06-28 22:00:40.805","gameRunning","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","16958","2022-06-28 22:00:44.159","PC_CLIENT",,"US",,"e9425906-2e62-48fa-939f-8ed22385b1c0","3008332991710720000","Unity SDK v6.0.3","-0700",,"en_ZZ","1",,,,,,,,,,,,,,,,,,,
"3008332991991738368","b88be6f0-af80-4e9c-8043-e2be15123284","6e56ca76-9312-46e6-8ed5-0b3653053bdd","2022-06-28","2022-06-28 22:00:51.986","passedLevel","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","11181","2022-06-28 22:00:53.901","PC_CLIENT",,"US",,"c2960d05-43e3-4763-a249-87e09830824f","3008332991991738368","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,,,,,"160.929077",,,,,
"3008332826815791105","b88be6f0-af80-4e9c-8043-e2be15123284","6e56ca76-9312-46e6-8ed5-0b3653053bdd","2022-06-28","2022-06-28 22:00:23.847","playerDied","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","6285","2022-06-28 22:00:25.763","PC_CLIENT",,"US",,"90bee209-c03d-4e6e-8305-b9409dd58c83","3008332826815791105","Unity SDK v6.0.3","-0700",,,"1",,,,,,"65.99723","Level 5-Magnet","-72.45905",,,"77350",,,,,"Circle Saw",,,
"3008331417982754821","b88be6f0-af80-4e9c-8043-e2be15123284","e49f8609-fb09-4931-9840-b6a9450259aa","2022-06-28","2022-06-28 21:54:15.165","cardChose","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","658","2022-06-28 21:54:17.221","PC_CLIENT",,"US",,"c05c10b4-17ea-412f-87e1-f51dc2156101","3008331417982754821","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,"Slingshot Helper",,,,"2",,,,,,
"3008331418066640899","b88be6f0-af80-4e9c-8043-e2be15123284","d4c6eb49-c006-426c-acab-e20688c7e7c1","2022-06-28","2022-06-28 21:54:19.465","cardChose","0","2022-06-28","UNKNOWN","UNKNOWN","US","None",,"2022-06-28 21:54:21.384","PC_CLIENT",,"US",,"ecfcf35f-b5df-47a6-a4a1-9a8bf61b8311","3008331418066640899","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,"Double Jump",,,,"2",,,,,,
"3008222112658767872","1c2f00b1-bd70-4526-b987-4f0f64b913dc","5a23e518-0631-41fa-8cdf-a221153e2f80","2022-06-28","2022-06-28 14:40:30.532","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","3643","2022-06-28 14:40:31.17","PC_CLIENT",,"US",,"ed936d22-97d8-4a49-96e3-750b6f65ec2e","3008222112658767872","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 4-Jump",,,"child accerlator 1",,"Accelerator",,,,,"Accelerator158112",,
"3008222533888536577","1c2f00b1-bd70-4526-b987-4f0f64b913dc","5a23e518-0631-41fa-8cdf-a221153e2f80","2022-06-28","2022-06-28 14:40:56.864","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","6401","2022-06-28 14:40:57.508","PC_CLIENT",,"US",,"0f5ce790-122b-4917-9039-e4c14049a00c","3008222533888536577","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 4-Jump",,,"Magnet (6)",,"Magnet",,,,,"Magnet157908",,
"3008222533901119499","1c2f00b1-bd70-4526-b987-4f0f64b913dc","5a23e518-0631-41fa-8cdf-a221153e2f80","2022-06-28","2022-06-28 14:41:17.226","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","8855","2022-06-28 14:41:17.868","PC_CLIENT",,"US",,"7e956742-6794-41b0-8b2d-60dd4c476a8b","3008222533901119499","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 4-Jump",,,"Magnet (7)",,"Magnet",,,,,"Magnet158336",,
"3008222533989199874","1c2f00b1-bd70-4526-b987-4f0f64b913dc","aa19b821-ecec-4266-ad09-35b080d9993d","2022-06-28","2022-06-28 14:41:59.355","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","1","2022-06-28 14:42:00.467","PC_CLIENT",,"US",,"c84867ee-07a8-4a2a-a81c-7619c9ce4a0a","3008222533989199874","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Magnet (7)",,"Magnet",,,,,"Magnet159240",,
"3008222533997588481","1c2f00b1-bd70-4526-b987-4f0f64b913dc","aa19b821-ecec-4266-ad09-35b080d9993d","2022-06-28","2022-06-28 14:42:20.492","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","63","2022-06-28 14:42:21.752","PC_CLIENT",,"US",,"aedc5a9d-1a5d-48c0-9777-22a22f14502a","3008222533997588481","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Rotating Magnet (1)",,"Magnet",,,,,"Magnet-1945196",,
"3008222533896925184","1c2f00b1-bd70-4526-b987-4f0f64b913dc","5a23e518-0631-41fa-8cdf-a221153e2f80","2022-06-28","2022-06-28 14:40:59.95","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","600","2022-06-28 14:41:00.585","PC_CLIENT",,"US",,"e0fc524b-b099-4331-a364-2fe39238a391","3008222533896925184","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 4-Jump",,,"Accelerating Trail (47)",,"Accelerator",,,,,"Accelerator158442",,
"3008222533959839747","1c2f00b1-bd70-4526-b987-4f0f64b913dc","aa19b821-ecec-4266-ad09-35b080d9993d","2022-06-28","2022-06-28 14:41:35.455","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","1","2022-06-28 14:41:46.938","PC_CLIENT",,"US",,"092f79f7-f340-431e-84ee-5496faaf3309","3008222533959839747","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Magnet (2)",,"Magnet",,,,,"Magnet-1942012",,
"3008222533901119496","1c2f00b1-bd70-4526-b987-4f0f64b913dc","5a23e518-0631-41fa-8cdf-a221153e2f80","2022-06-28","2022-06-28 14:41:08.371","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","20","2022-06-28 14:41:17.868","PC_CLIENT",,"US",,"364a21fb-ce5a-4b60-bc7c-2cc0f834db10","3008222533901119496","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 4-Jump",,,"Accelerating Trail (48)",,"Accelerator",,,,,"Accelerator158028",,
"3008222533565575170","1c2f00b1-bd70-4526-b987-4f0f64b913dc","5a23e518-0631-41fa-8cdf-a221153e2f80","2022-06-28","2022-06-28 14:40:42.178","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","9706","2022-06-28 14:40:42.821","PC_CLIENT",,"US",,"eeed11bd-79f0-45c2-a230-f9ebcdb6081b","3008222533565575170","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 4-Jump",,,"Magnet (3)",,"Magnet",,,,,"Magnet157778",,
"3008222112637796353","1c2f00b1-bd70-4526-b987-4f0f64b913dc","378bb697-640b-4f55-9519-53ab16794e85","2022-06-28","2022-06-28 14:39:49.289","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","2388","2022-06-28 14:39:49.927","PC_CLIENT",,"US",,"3ea0a5bb-7aa4-4294-8b7e-6f6d387f65d8","3008222112637796353","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Magnet (3)",,"Magnet",,,,,"Magnet157120",,
"3008222112646184966","1c2f00b1-bd70-4526-b987-4f0f64b913dc","c61f6837-2033-4b59-a646-19771595bdcb","2022-06-28","2022-06-28 14:40:03.926","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","2526","2022-06-28 14:40:04.566","PC_CLIENT",,"US",,"ab49661f-b386-4241-bd9b-a8465e2fff58","3008222112646184966","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 3",,,"Magnet Slingshot (3)",,"Slingshot",,,,,"Slingshot157522",,
"3008222533905313794","1c2f00b1-bd70-4526-b987-4f0f64b913dc","5a23e518-0631-41fa-8cdf-a221153e2f80","2022-06-28","2022-06-28 14:41:22.476","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","5250","2022-06-28 14:41:23.112","PC_CLIENT",,"US",,"1c422ea8-d000-442c-be1f-2cd61acbddea","3008222533905313794","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 4-Jump",,,"Magnet (7)",,"Magnet",,,,,"Magnet158336",,
"3008222533997588480","1c2f00b1-bd70-4526-b987-4f0f64b913dc","aa19b821-ecec-4266-ad09-35b080d9993d","2022-06-28","2022-06-28 14:42:20.429","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","1325","2022-06-28 14:42:21.118","PC_CLIENT",,"US",,"bb0b6cec-e4fb-4c0d-a733-c0cec87b6277","3008222533997588480","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Rotating Magnet",,"Magnet",,,,,"Magnet-1942576",,
"3008222533892730887","1c2f00b1-bd70-4526-b987-4f0f64b913dc","5a23e518-0631-41fa-8cdf-a221153e2f80","2022-06-28","2022-06-28 14:40:59.35","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","38","2022-06-28 14:41:00.585","PC_CLIENT",,"US",,"415e5d8c-0c35-4b0f-97e9-bc2abd4cda93","3008222533892730887","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 4-Jump",,,"Accelerating Trail (23)",,"Accelerator",,,,,"Accelerator158266",,
"3008222112646184961","1c2f00b1-bd70-4526-b987-4f0f64b913dc","c61f6837-2033-4b59-a646-19771595bdcb","2022-06-28","2022-06-28 14:39:59.202","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","2566","2022-06-28 14:39:59.84","PC_CLIENT",,"US",,"b472e180-b6c9-44af-88e6-f36b180a08fd","3008222112646184961","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 3",,,"Magnet Slingshot (1)",,"Slingshot",,,,,"Slingshot157684",,
"3008222533976616963","1c2f00b1-bd70-4526-b987-4f0f64b913dc","aa19b821-ecec-4266-ad09-35b080d9993d","2022-06-28","2022-06-28 14:41:57.678","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","3217","2022-06-28 14:41:58.314","PC_CLIENT",,"US",,"f292df25-5db2-4114-bfb9-352e4bbfe3de","3008222533976616963","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Magnet (1)",,"Magnet",,,,,"Magnet-1943942",,
"3008222533896925187","1c2f00b1-bd70-4526-b987-4f0f64b913dc","5a23e518-0631-41fa-8cdf-a221153e2f80","2022-06-28","2022-06-28 14:41:05.288","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","5318","2022-06-28 14:41:05.933","PC_CLIENT",,"US",,"0f70f453-1fad-414a-85c1-dc00ad45b545","3008222533896925187","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 4-Jump",,,"Magnet (7)",,"Magnet",,,,,"Magnet158336",,
"3008222533989199876","1c2f00b1-bd70-4526-b987-4f0f64b913dc","aa19b821-ecec-4266-ad09-35b080d9993d","2022-06-28","2022-06-28 14:41:59.824","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","469","2022-06-28 14:42:00.467","PC_CLIENT",,"US",,"c31c72b2-91fa-4139-88b0-11746e9dcf5d","3008222533989199876","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Magnet (7)",,"Magnet",,,,,"Magnet159240",,
"3008222533985005569","1c2f00b1-bd70-4526-b987-4f0f64b913dc","aa19b821-ecec-4266-ad09-35b080d9993d","2022-06-28","2022-06-28 14:41:58.894","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","463","2022-06-28 14:41:59.537","PC_CLIENT",,"US",,"a20d7f1f-5372-47c4-9c31-15d9162c86e0","3008222533985005569","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Magnet (6)",,"Magnet",,,,,"Magnet159550",,
"3008222533968228354","1c2f00b1-bd70-4526-b987-4f0f64b913dc","aa19b821-ecec-4266-ad09-35b080d9993d","2022-06-28","2022-06-28 14:41:50.054","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","1338","2022-06-28 14:41:50.78","PC_CLIENT",,"US",,"f6a929d6-55c8-4ffd-8fb2-3cb897f74a2c","3008222533968228354","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Magnet (9)",,"Magnet",,,,,"Magnet159454",,
"3008222112650379267","1c2f00b1-bd70-4526-b987-4f0f64b913dc","c61f6837-2033-4b59-a646-19771595bdcb","2022-06-28","2022-06-28 14:40:12.929","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","2354","2022-06-28 14:40:13.568","PC_CLIENT",,"US",,"69635172-4a59-4e9e-8958-d873d9388986","3008222112650379267","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 3",,,"Magnet (0)",,"Magnet",,,,,"Magnet157586",,
"3008222533959839744","1c2f00b1-bd70-4526-b987-4f0f64b913dc","aa19b821-ecec-4266-ad09-35b080d9993d","2022-06-28","2022-06-28 14:41:34.905","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","5617","2022-06-28 14:41:35.549","PC_CLIENT",,"US",,"c4c0472e-97a3-4a45-abea-f6fbc4e44e2d","3008222533959839744","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Magnet (8)",,"Magnet",,,,,"Magnet159388",,
"3008222533888536586","1c2f00b1-bd70-4526-b987-4f0f64b913dc","5a23e518-0631-41fa-8cdf-a221153e2f80","2022-06-28","2022-06-28 14:40:58.308","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","757","2022-06-28 14:40:58.948","PC_CLIENT",,"US",,"420356d7-4006-4bb6-9a68-e318cc1ab88c","3008222533888536586","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 4-Jump",,,"Accelerating Trail (14)",,"Accelerator",,,,,"Accelerator158338",,
"3008222112637796352","1c2f00b1-bd70-4526-b987-4f0f64b913dc","378bb697-640b-4f55-9519-53ab16794e85","2022-06-28","2022-06-28 14:39:46.901","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","2686","2022-06-28 14:39:47.536","PC_CLIENT",,"US",,"41137724-25d2-4052-a917-61d7b7785031","3008222112637796352","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Magnet Slingshot (0)",,"Slingshot",,,,,"Slingshot-1833168",,
"3008222112008650756","1c2f00b1-bd70-4526-b987-4f0f64b913dc","5fe95d24-5258-4c3d-b66b-52a734bb1c72","2022-06-28","2022-06-28 14:38:50.455","clientDevice","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","10","2022-06-28 14:38:52.888","PC_CLIENT",,"US",,"222adf1f-d6c8-4982-9053-92a54ffbb410","3008222112008650756","Unity SDK v6.0.3","-0700","WINDOWS",,"1","PC","zh","ROG Flow X13 GV301QH_GV301QH (ASUSTeK COMPUTER INC.)","ROG Flow X13 GV301QH_GV301QH (ASUSTeK COMPUTER INC.)","10",,,,,,,,,,,,,,
"3008222533972422657","1c2f00b1-bd70-4526-b987-4f0f64b913dc","aa19b821-ecec-4266-ad09-35b080d9993d","2022-06-28","2022-06-28 14:41:50.979","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","415","2022-06-28 14:41:51.628","PC_CLIENT",,"US",,"e12bd480-f458-4426-9ff8-76467b499c78","3008222533972422657","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 5-Magnet",,,"Magnet (9)",,"Magnet",,,,,"Magnet159454",,
"3008222112629407747","1c2f00b1-bd70-4526-b987-4f0f64b913dc","378bb697-640b-4f55-9519-53ab16794e85","2022-06-28","2022-06-28 14:39:40.677","usingTool","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","1739","2022-06-28 14:39:41.314","PC_CLIENT",,"US",,"ab485668-13a3-4e31-966b-e0a7f754cc96","3008222112629407747","Unity SDK v6.0.3","-0700",,,"1",,,,,,,"Level 2",,,"Magnet Slingshot (0)",,"Slingshot",,,,,"Slingshot157086",,
"3008222112239337472","1c2f00b1-bd70-4526-b987-4f0f64b913dc","5fe95d24-5258-4c3d-b66b-52a734bb1c72","2022-06-28","2022-06-28 14:38:58.74","playerDied","0","2022-06-28","UNKNOWN","UNKNOWN","US","None","6567","2022-06-28 14:38:59.41","PC_CLIENT",,"US",,"9f906d93-6519-43ee-ae7e-581e974f4ee0","3008222112239337472","Unity SDK v6.0.3","-0700",,,"1",,,,,,"-14.1665726","Level 1","46.2901",,,"146812",,,,,"Death Detector (0)",,,
